,0
0,5.28918488
1,5.202232
2,5.202232
3,4.97822336
4,3.95103104
5,3.95103104
6,2.14685944
7,2.14685944
8,2.14685944
9,1.97192176
10,1.23281568
11,1.1124676
12,0.94593504
13,0.94593504
14,0.9371584
15,0.9371584
16,0.83845328
17,0.83845328
18,0.77057072
19,0.73206376
20,0.72783208
21,0.66165672
22,0.59002816
23,0.44360232
24,0.44360232
25,0.44357888
26,0.37536112
27,0.37536112
28,0.1510872
29,0.1510872
30,0.1510872
31,0.15103752
32,0.15103752
33,0.15100632
34,0.12743976
35,0.12743976
36,0.0196372
37,0.0196372
38,0.0196372
39,0.01956168
40,0.01956168
41,0.01956168
42,0.01954576
43,0.01954576
44,0.01953208
45,0.01942632
46,0.01942632
47,0.01942632
48,0.01938656
49,0.01938656
50,0.01926992
51,0.01926
52,0.01926
53,0.01925112
54,0.01924088
55,0.01924088
56,0.01924088
57,0.01924088
58,0.01924088
59,0.01924
60,0.01922664
61,0.01921952
62,0.01915304
63,0.0191344
64,0.0191344
65,0.0191344
66,0.0191344
67,0.01910688
68,0.0191052
69,0.01907552
70,0.01907552
71,0.01907552
72,0.01906208
73,0.0190332
74,0.0190332
75,0.01902696
76,0.01902696
77,0.01897256
78,0.01897256
79,0.01896432
80,0.01896432
81,0.01896432
82,0.01896416
83,0.01893904
84,0.01891304
85,0.01891304
86,0.01891304
87,0.01891304
88,0.01889896
89,0.01889776
90,0.01886464
91,0.01886384
92,0.01884576
93,0.01877792
94,0.01877792
95,0.01877792
96,0.01877792
97,0.01877792
98,0.01877792
99,0.01876752
100,0.01876752
101,0.01869352
102,0.01869352
103,0.01867208
104,0.01866768
105,0.0186508
106,0.0186508
107,0.01864584
108,0.01851864
109,0.01851864
110,0.01851864
111,0.01851008
112,0.01850992
113,0.01849936
114,0.01847624
115,0.01844024
116,0.01844024
117,0.018432
118,0.018432
119,0.01841568
120,0.01841568
121,0.01841568
122,0.01840792
123,0.01840792
124,0.018348
125,0.018348
126,0.01832424
127,0.01832424
128,0.01832424
129,0.01832048
130,0.01832048
131,0.01830168
132,0.01826272
133,0.01826272
134,0.01826272
135,0.01826272
136,0.018224
137,0.018224
138,0.018224
139,0.01814192
140,0.01814192
141,0.01814192
142,0.01814192
143,0.01814192
144,0.01813104
145,0.01812888
146,0.01812888
147,0.01812888
148,0.01812536
149,0.01812232
150,0.0180896
151,0.01807768
152,0.0180652
153,0.0180652
154,0.01803512
155,0.01800568
156,0.01797368
157,0.01797368
158,0.01797368
159,0.01796328
160,0.01796328
161,0.01793728
162,0.01793728
163,0.01793296
164,0.01793296
165,0.01792736
166,0.01792736
167,0.01791016
168,0.01791016
169,0.0179076
170,0.0179076
171,0.0179076
172,0.01790568
173,0.01789872
174,0.01787272
175,0.01787208
176,0.01784656
177,0.01784656
178,0.01783424
179,0.01780672
180,0.01780672
181,0.01780672
182,0.01780672
183,0.0178048
184,0.01778864
185,0.01778864
186,0.01778864
187,0.01776848
188,0.01776848
189,0.01776832
190,0.01775584
191,0.01775424
192,0.017732
193,0.0176992
194,0.0176992
195,0.01769048
196,0.01769048
197,0.01769048
198,0.0176864
199,0.0176864
200,0.01768296
201,0.01767856
202,0.01765032
203,0.01765032
204,0.01765032
205,0.01764024
206,0.01764024
207,0.01764024
208,0.01764024
209,0.01764024
210,0.0176396
211,0.0176332
212,0.01762608
213,0.01762608
214,0.01761088
215,0.01761088
216,0.01759024
217,0.01759024
218,0.01759024
219,0.01756344
220,0.01756344
221,0.01756344
222,0.01756048
223,0.0175536
224,0.0175536
225,0.0175536
226,0.01752632
227,0.01752632
228,0.01752632
229,0.01752632
230,0.01752632
231,0.01751936
232,0.01751936
233,0.01747896
234,0.01747896
235,0.01747896
236,0.01747896
237,0.01747296
238,0.01747296
239,0.01745568
240,0.0174484
241,0.0174484
242,0.01743712
243,0.01743712
244,0.01743712
245,0.01743712
246,0.01743712
247,0.01743712
248,0.01743336
249,0.01743336
250,0.01743336
251,0.01742672
252,0.01742672
253,0.01742672
254,0.01742672
255,0.01742632
256,0.01742632
257,0.01742632
258,0.01742632
259,0.0173892
260,0.0173892
261,0.0173892
262,0.0173812
263,0.0173812
264,0.0173812
265,0.0173812
266,0.01737664
267,0.01737664
268,0.01737664
269,0.01737656
270,0.01737656
271,0.0173632
272,0.0173632
273,0.0173632
274,0.0173632
275,0.01735368
276,0.01735368
277,0.0173512
278,0.01734224
279,0.01734224
280,0.01734224
281,0.01734224
282,0.01734224
283,0.01733416
284,0.01733304
285,0.01733304
286,0.01733152
287,0.01731368
288,0.01731368
289,0.01731368
290,0.01731368
291,0.01731368
292,0.01731368
293,0.01731368
294,0.01731368
295,0.0173056
296,0.0173056
297,0.01730424
298,0.01730424
299,0.01730424
300,0.01729728
301,0.01729728
302,0.01729728
303,0.01728496
304,0.01728496
305,0.01728496
306,0.01728496
307,0.01728496
308,0.01728496
309,0.01728376
310,0.01728376
311,0.01727544
312,0.01725728
313,0.01725728
314,0.01725728
315,0.01724272
316,0.01724272
