,0
0,56.164665937423706
1,60.703527212142944
2,66.16389298439026
3,70.67023491859436
4,75.17068529129028
5,79.60207772254944
6,84.09068894386292
7,89.19900631904602
8,94.20860743522644
9,98.71917033195496
10,103.22811079025269
11,107.72776055335999
12,112.2167227268219
13,116.70172595977783
14,121.29942774772644
15,125.8290057182312
16,130.32797265052795
17,134.85487365722656
18,139.35114812850952
19,143.83917784690857
20,148.29593062400818
21,152.87115097045898
22,157.4060513973236
23,161.95588564872742
24,166.48177909851074
25,171.20315194129944
26,175.7042691707611
27,180.23400449752808
28,184.83472657203674
29,189.3394479751587
30,193.85234594345093
31,198.39719033241272
32,203.2039234638214
33,207.7130525112152
34,212.69914555549622
35,217.25221586227417
36,221.9709277153015
37,226.76649928092957
38,231.2369155883789
39,235.69996309280396
40,240.55951619148254
41,245.18314838409424
42,250.1127998828888
43,254.643709897995
44,259.11741185188293
45,263.62734723091125
46,268.12698459625244
47,272.7246570587158
48,277.31042194366455
49,281.8492841720581
50,286.88780665397644
51,291.40871381759644
52,296.1410574913025
53,300.63803029060364
54,305.19284677505493
55,309.75564432144165
56,314.29849195480347
57,318.7934720516205
58,323.32905292510986
59,327.79323554039
60,332.5674328804016
61,337.08401131629944
62,341.57731676101685
63,346.12558031082153
64,351.65719413757324
65,356.3475580215454
66,360.88146138191223
67,366.23872804641724
68,371.5108449459076
69,376.0650510787964
70,380.72555446624756
71,385.2721571922302
72,389.87182426452637
73,394.5342619419098
74,400.10211515426636
75,405.1206924915314
76,410.11433601379395
77,414.6851098537445
78,419.21527433395386
79,423.78308629989624
80,428.4988443851471
81,433.89241766929626
82,438.4748361110687
83,442.9847764968872
84,447.5941529273987
85,452.1383361816406
86,456.676504611969
87,461.24634194374084
88,466.79350662231445
89,471.3393771648407
90,475.8980805873871
91,480.4429590702057
92,485.67696166038513
93,490.277685880661
94,495.81513476371765
95,501.37124466896057
96,506.75847244262695
97,511.35318207740784
98,516.1829557418823
99,520.9641375541687
100,525.5485458374023
101,530.1273059844971
102,534.7589123249054
103,539.3014616966248
104,543.8402922153473
105,548.4007489681244
106,553.5519421100616
107,558.544588804245
108,563.9670853614807
109,568.4871854782104
110,573.6842560768127
111,578.2835097312927
112,582.8492658138275
113,587.3947677612305
114,592.0184009075165
115,596.5870435237885
116,602.0494050979614
117,606.6127054691315
118,611.1994514465332
119,616.2269945144653
120,620.7878012657166
121,625.3422274589539
122,629.9528970718384
123,634.4968180656433
124,639.6941714286804
125,644.2500145435333
126,648.9474213123322
127,654.0527672767639
128,659.3595812320709
129,663.9563176631927
130,668.6324229240417
131,673.2767481803894
132,677.8484623432159
133,682.4129927158356
134,687.0345630645752
135,691.70858335495
136,696.5377464294434
137,701.0556974411011
138,705.7018902301788
139,710.2577364444733
140,714.7866218090057
141,719.3610384464264
142,723.9996011257172
143,728.6211354732513
144,733.2108442783356
145,738.6383290290833
146,743.9261863231659
147,749.4015414714813
148,753.9344508647919
149,758.6593022346497
150,763.9142553806305
151,768.4867928028107
152,773.6020793914795
153,778.1707050800323
154,782.7015833854675
155,787.329550743103
156,792.5495886802673
157,797.4660716056824
158,802.016900062561
159,807.1777629852295
160,811.8442528247833
161,816.4040215015411
162,820.9847707748413
163,825.6263554096222
164,831.1216287612915
165,835.8127882480621
166,840.361622095108
167,844.9154753684998
168,849.5567491054535
169,854.8715016841888
170,859.4250218868256
171,863.9838809967041
172,868.7450671195984
173,873.3794138431549
174,877.9308617115021
175,882.4936587810516
176,887.119900226593
177,891.6769616603851
178,896.2072863578796
179,900.8719823360443
180,905.5808036327362
181,911.1429269313812
182,916.0062990188599
183,920.5302278995514
184,925.1558260917664
185,929.814994096756
186,935.1577053070068
187,939.7459766864777
188,944.3449220657349
189,948.9910674095154
190,953.5817584991455
191,958.1093080043793
192,962.65611743927
193,967.1983959674835
194,972.8812997341156
195,977.5168468952179
196,982.5813024044037
197,987.5113317966461
198,992.1778495311737
199,996.7403173446655
200,1001.33100938797
201,1006.5796189308167
202,1011.1873242855072
203,1015.7820043563843
204,1020.3607940673828
205,1025.0981526374817
206,1029.671203136444
207,1034.3446724414825
208,1038.9280338287354
209,1044.526406288147
210,1049.9791808128357
211,1055.1204299926758
212,1059.7097928524017
213,1064.4681510925293
214,1069.0424580574036
215,1073.6840727329254
216,1078.7933781147003
217,1083.3591961860657
218,1087.94593167305
219,1092.508733034134
220,1097.139339208603
221,1101.7270674705505
222,1106.3871908187866
223,1111.44083237648
224,1116.0810329914093
225,1120.6538026332855
226,1125.2156009674072
227,1129.7734093666077
228,1134.7171869277954
229,1140.2384433746338
230,1144.7942879199982
231,1149.3416571617126
