,0
0,0.3037688
1,0.3037316
2,0.274654
3,0.2706112
4,0.270514
5,0.2493416
6,0.163778
7,0.163778
8,0.163738
9,0.1637252
10,0.1637252
11,0.1637252
12,0.1614012
13,0.137886
14,0.0370412
15,0.0362036
16,0.0358908
17,0.035854
18,0.0358472
19,0.03537
20,0.03537
21,0.03537
22,0.03537
23,0.0352172
24,0.0352172
25,0.0352012
26,0.0351828
27,0.0350896
28,0.0350896
29,0.0350308
30,0.0349508
31,0.03487
32,0.0348556
33,0.0348556
34,0.0347328
35,0.03472
36,0.034704
37,0.0346636
38,0.034572
39,0.0345256
40,0.0345256
41,0.0343528
42,0.0343396
43,0.0342312
44,0.0342312
45,0.0341712
46,0.0341712
47,0.03415
48,0.034138
49,0.0340728
50,0.0340168
51,0.0340108
52,0.0339356
53,0.0339356
54,0.0339356
55,0.0339356
56,0.0338788
57,0.033838
58,0.033838
59,0.033824
60,0.033824
61,0.0337168
62,0.0337168
63,0.0337168
64,0.0337168
65,0.0337
66,0.033674
67,0.0336716
68,0.0336448
69,0.0336448
70,0.0336252
71,0.0336252
72,0.033624
73,0.0336064
74,0.0335808
75,0.0335808
76,0.0335808
77,0.0335808
78,0.0335792
79,0.033514
80,0.033514
81,0.0335012
82,0.0334784
83,0.0334784
84,0.0334784
85,0.0334272
86,0.0334272
87,0.0334272
88,0.0333992
89,0.0333004
90,0.0333004
91,0.0333004
92,0.0332924
93,0.0332924
94,0.0332924
95,0.033258
96,0.033258
97,0.033258
98,0.0332232
99,0.0332232
100,0.033222
101,0.0331808
102,0.0331808
103,0.0331808
104,0.0331808
105,0.0331792
106,0.0331644
107,0.0331368
108,0.0331336
109,0.0331336
110,0.0331336
111,0.0330852
112,0.0330852
113,0.0330852
114,0.0330852
115,0.0330852
116,0.0330852
117,0.0330852
118,0.0330296
119,0.0330296
120,0.0330296
121,0.0330296
122,0.0330296
123,0.0330296
124,0.033022
125,0.0330148
126,0.0330072
127,0.0330072
128,0.0330072
129,0.0330072
130,0.0330072
131,0.0330012
132,0.0329988
133,0.0329988
134,0.0329984
135,0.0329964
136,0.0329912
137,0.0329912
138,0.0329832
139,0.0329832
140,0.0329832
141,0.0329832
142,0.0329832
143,0.0329832
144,0.0329832
145,0.0329516
146,0.0329516
147,0.0329516
148,0.0329516
149,0.0329516
150,0.0329516
151,0.0329488
152,0.0329488
153,0.0329432
154,0.0329104
155,0.0328976
156,0.0328976
157,0.0328976
158,0.0328976
159,0.0328976
160,0.0328976
161,0.0328976
162,0.0328976
163,0.0328976
164,0.0328932
165,0.0328932
166,0.0328932
167,0.0328932
168,0.0328932
169,0.0328832
170,0.03288
171,0.03288
172,0.03288
173,0.03288
174,0.0328788
175,0.0328784
176,0.0328708
177,0.0328708
178,0.0328672
179,0.0328612
180,0.0328612
181,0.0328612
182,0.0328612
183,0.0328596
184,0.0328596
185,0.0328304
186,0.0328304
187,0.0328304
188,0.0328304
189,0.0328304
190,0.0328304
191,0.0328304
192,0.0328184
193,0.0328184
194,0.0328184
195,0.0328184
196,0.0328184
197,0.0328176
198,0.032816
199,0.032816
200,0.032816
201,0.032816
202,0.032816
203,0.032816
204,0.032816
205,0.032816
206,0.032816
207,0.032816
208,0.032816
209,0.032816
210,0.0328048
211,0.0328048
212,0.0328048
213,0.0328048
214,0.0328048
215,0.0328048
216,0.0328048
217,0.0328048
218,0.0328032
219,0.0328
220,0.032792
221,0.032792
222,0.032792
223,0.032792
224,0.032792
225,0.032792
226,0.0327904
227,0.0327776
228,0.0327776
229,0.0327776
230,0.0327776
231,0.0327776
232,0.0327728
233,0.0327576
234,0.0327544
235,0.0327372
236,0.0327372
237,0.0327372
238,0.0327364
239,0.03273
240,0.03273
241,0.03273
242,0.0327204
243,0.0327204
244,0.0327144
245,0.0327144
246,0.0326948
247,0.0326948
248,0.0326948
249,0.0326928
250,0.0326812
251,0.0326812
252,0.0326812
253,0.0326812
254,0.0326812
255,0.0326812
256,0.0326812
257,0.0326796
258,0.0326796
259,0.0326736
260,0.0326736
261,0.0326736
262,0.0326736
263,0.0326736
264,0.0326736
265,0.0326736
266,0.0326736
267,0.0326728
268,0.0326728
269,0.0326728
270,0.032664
271,0.032664
272,0.032664
273,0.0326592
274,0.0326592
275,0.0326592
276,0.0326592
277,0.0326592
278,0.0326592
279,0.0326592
280,0.0326592
281,0.0326592
282,0.0326592
283,0.0326584
284,0.0326576
285,0.0326576
286,0.0326576
287,0.0326576
288,0.0326576
289,0.0326576
290,0.0326576
291,0.0326576
292,0.0326576
293,0.0326576
294,0.0326576
295,0.0326576
296,0.0326576
297,0.0326576
298,0.0326576
299,0.0326576
300,0.0326576
301,0.0326576
302,0.0326576
303,0.0326576
304,0.0326576
305,0.0326576
306,0.0326576
307,0.0326576
308,0.0326576
309,0.0326576
310,0.0326576
311,0.0326576
312,0.0326576
313,0.0326516
314,0.0326516
315,0.0326516
316,0.0326516
317,0.0326516
318,0.0326516
319,0.0326448
320,0.0326448
321,0.0326448
322,0.0326448
323,0.0326388
324,0.0326388
325,0.0326388
326,0.0326352
327,0.0326352
328,0.0326352
329,0.0326352
330,0.0326352
331,0.0326352
332,0.0326352
333,0.0326328
334,0.0326328
335,0.0326328
336,0.03262
337,0.032564
338,0.032564
339,0.032564
340,0.032564
341,0.0325572
342,0.0325572
343,0.0325572
344,0.0325564
345,0.0325564
346,0.0325564
347,0.0325564
348,0.0325564
349,0.0325564
350,0.0325564
351,0.0325564
352,0.0325564
353,0.0325564
354,0.0325564
355,0.0325564
356,0.0325564
357,0.0325564
358,0.0325564
359,0.0325564
360,0.0325564
361,0.0325564
362,0.0325564
363,0.0325564
364,0.0325564
365,0.0325564
366,0.0325564
367,0.0325564
368,0.0325556
369,0.0325556
370,0.0325556
371,0.0325556
372,0.0325556
373,0.0325556
374,0.0325556
375,0.0325556
376,0.0325556
377,0.0325556
378,0.0325556
379,0.0325556
380,0.0325556
381,0.0325556
382,0.0325556
383,0.0325556
384,0.0325556
385,0.0325556
386,0.0325556
387,0.0325556
388,0.0325556
389,0.0325556
390,0.0325556
391,0.0325556
392,0.0325556
393,0.0325556
394,0.0325428
395,0.0325428
396,0.0325428
397,0.0325428
398,0.0325428
399,0.0325428
400,0.0325428
401,0.0325428
402,0.0325428
403,0.0325428
404,0.0325428
405,0.0325428
406,0.0325428
407,0.0325428
408,0.0325428
409,0.032542
410,0.032542
411,0.032542
412,0.032542
413,0.032542
414,0.0325388
415,0.0325388
416,0.0325388
417,0.0325388
418,0.0325388
419,0.0325388
420,0.0325388
421,0.0325388
422,0.0325388
423,0.0325388
424,0.0325388
425,0.0325388
426,0.0325388
427,0.0325388
428,0.0325388
429,0.032526
430,0.032526
431,0.032526
432,0.032526
433,0.032526
434,0.032526
435,0.032526
436,0.032526
437,0.032526
438,0.032526
439,0.032526
440,0.032526
441,0.032526
442,0.032526
443,0.032526
444,0.032526
445,0.032526
446,0.032526
447,0.032526
448,0.032526
449,0.032526
450,0.032526
451,0.0325216
452,0.0325216
453,0.0325216
454,0.0325216
455,0.0325216
456,0.0325216
457,0.0325216
458,0.0325216
459,0.0325216
460,0.0325216
461,0.0325216
462,0.0325216
463,0.0325216
464,0.0325216
465,0.0325216
466,0.0325216
467,0.0325216
468,0.0325216
469,0.0325216
470,0.0325216
471,0.0325216
472,0.0325216
473,0.0325216
474,0.0325216
475,0.0325216
476,0.0325216
477,0.0325216
478,0.0325216
479,0.0325216
480,0.0325216
481,0.0325216
482,0.0325216
483,0.0325216
484,0.0325216
485,0.0325216
486,0.0325216
487,0.0325216
488,0.0325216
489,0.0325216
490,0.0325216
491,0.0325216
492,0.0325216
493,0.0325216
494,0.0325216
495,0.0325216
496,0.0325216
497,0.0325216
498,0.0325216
499,0.0325216
500,0.0325216
501,0.0325216
502,0.0325216
503,0.0325216
504,0.0325216
505,0.0325216
506,0.0325216
507,0.0325216
508,0.0325216
509,0.0325216
510,0.0325216
511,0.0325216
512,0.0325216
513,0.0325216
514,0.0325216
515,0.0325216
516,0.0325216
517,0.0325216
518,0.0325216
519,0.0325216
520,0.0325216
521,0.0325216
522,0.0325216
523,0.0325216
524,0.0325216
525,0.0325216
526,0.0325216
527,0.0325216
528,0.0325216
529,0.0325216
530,0.0325216
531,0.0325216
532,0.0325216
533,0.0325216
534,0.0325216
535,0.0325216
536,0.0325216
537,0.0325216
538,0.0325216
539,0.0325216
540,0.0325216
541,0.0325216
542,0.0325216
543,0.0325216
544,0.0325216
545,0.0325216
546,0.0325216
547,0.0325216
548,0.0325216
549,0.0325216
550,0.0325216
551,0.0325216
552,0.0325216
553,0.0325216
554,0.0325216
555,0.0325216
556,0.0325216
557,0.0325216
558,0.0325216
559,0.0325216
560,0.0325216
561,0.0325216
562,0.0325216
563,0.0325216
564,0.0325216
565,0.0325216
566,0.0325216
567,0.0325216
568,0.0325216
569,0.0325216
570,0.0325216
571,0.0325216
572,0.0325216
573,0.0325216
574,0.0325216
575,0.0325216
576,0.0325216
577,0.0325216
578,0.0325216
579,0.0325216
580,0.0325216
581,0.0325216
582,0.0325216
583,0.0325216
584,0.0325216
585,0.0325216
586,0.0325216
587,0.0325216
588,0.0325216
589,0.0325216
590,0.0325216
591,0.0325216
592,0.0325216
593,0.0325216
594,0.0325216
595,0.0325216
596,0.0325216
597,0.0325216
598,0.0325216
599,0.0325216
600,0.0325216
601,0.0325216
602,0.0325216
603,0.0325216
604,0.0325216
605,0.0325216
606,0.0325216
607,0.0325216
608,0.0325216
609,0.0325216
610,0.0325216
611,0.0325216
612,0.0325216
613,0.0325216
614,0.0325216
615,0.0325216
616,0.0325216
617,0.0325216
618,0.0325216
619,0.0325216
620,0.0325216
621,0.0325216
622,0.0325216
623,0.0325216
624,0.0325216
625,0.0325216
626,0.0325216
627,0.0325216
628,0.0325216
629,0.0325216
630,0.0325216
631,0.0325216
632,0.0325216
633,0.0325216
634,0.0325216
635,0.0325216
636,0.0325216
637,0.0325216
638,0.0325216
639,0.0325216
640,0.0325216
641,0.0325216
642,0.0325216
643,0.0325216
644,0.0325216
645,0.0325216
646,0.0325216
647,0.0325216
648,0.0325216
649,0.0325216
650,0.0325216
651,0.0325216
652,0.0325216
653,0.0325216
654,0.0325216
655,0.0325216
656,0.0325216
657,0.0325216
658,0.0325216
659,0.0325216
660,0.0325216
661,0.0325216
662,0.0325216
663,0.0325216
664,0.0325216
665,0.0325216
666,0.0325216
667,0.0325216
668,0.0325216
669,0.0325216
670,0.0325216
671,0.0325216
672,0.0325216
673,0.0325216
674,0.0325216
675,0.0325216
676,0.0325216
677,0.0325216
678,0.0325216
679,0.0325216
680,0.0325216
681,0.0325216
682,0.0325216
683,0.0325216
684,0.0325216
685,0.0325216
686,0.0325216
687,0.0325216
688,0.0325216
689,0.0325216
690,0.0325216
691,0.0325216
692,0.0325216
693,0.0325216
694,0.0325216
695,0.0325216
696,0.0325216
697,0.0325216
698,0.0325216
699,0.0325216
700,0.0325216
701,0.0325216
702,0.0325216
703,0.0325216
704,0.0325216
705,0.0325216
706,0.0325216
707,0.0325216
708,0.0325216
709,0.0325216
710,0.0325216
711,0.0325216
712,0.0325216
713,0.0325216
714,0.0325216
715,0.0325216
716,0.0325216
717,0.0325216
718,0.0325216
719,0.0325216
720,0.0325216
721,0.0325216
722,0.0325216
723,0.0325216
724,0.0325216
725,0.0325216
726,0.0325216
727,0.0325216
728,0.0325216
729,0.0325216
730,0.0325216
731,0.0325216
732,0.0325216
733,0.0325216
734,0.0325216
735,0.0325216
736,0.0325216
737,0.0325216
738,0.0325216
